id,organization_name,organization_description,organization_type,collectivity_type,staff,population,consolidation_method,reporting_year,total_scope_1,total_scope_2,total_scope_3,reference_year,action_plan,reductions_scope_1_2,reductions_scope_1,reductions_scope_2,reductions_scope_3,is_draft,source_url
4290,Snwm,"Découpage, Emboutissage, Profilage, Assemblage, Cintrage, Traitement de surface et cataphorèse",Entreprise,,1036,,Opérationnel,2018,11485.0,704.0,2.0,2011.0,Oui,,0.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4290/back/bilans
4291,VEOLIA PROPRETE AQUITAINE,VEOLIA Propreté Aquitaine est spécialisée dans les services de collecte et de traitements des déchets auprès des collectivités et industries locales.,Entreprise,,489,,Opérationnel,2018,5926.0,217.0,0.0,2011.0,Oui,194.6,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4291/back/bilans
4292,Industeel France,"Élaboration d aciers spéciaux et alliages au four électrique
Laminage et parachèvement de tôles fortes en aciers spéciaux et alliages",Entreprise,,1170,,Opérationnel,2018,115494.7,5398.0,21.4,2014.0,Oui,,2309.0,109.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4292/back/bilans
4295,FRANFINANCE,"Franfinance est une filiale du Groupe Société Générale qui  exerce les activités suivantes : 
-	Réalisation de toutes opérations de crédit ou assimilées portant sur des biens mobiliers quelconques à usage des particuliers et sur les biens d’équipement, y inclus notamment :
›	toutes opérations de crédit-bail mobilier de tous biens professionnels et de tous véhicules ;
›	toutes opérations de location assorties d’une option d’achat ;
›	toutes opérations de crédit à moyen terme.
-	Octroi de prê",Entreprise,,1005,,Opérationnel,2018,772.0,141.0,648.0,2014.0,Oui,,40.0,30.0,15.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4295/back/bilans
4297,Laboratoires Urgo,Fabrication produits pharmaceutiques,Entreprise,,563,,Opérationnel,2018,614.0,559.0,0.0,,Oui,,43.0,22.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4297/back/bilans
4298,DHL International Express,"DHL EXPRESS International propose des services intégrés (prise en charge des formalités douanières) et sur mesure, des solutions centrées sur le client pour la gestion et le transport des lettres, des marchandises et de l’information. Grâce à un réseau qui couvre plus de 220 pays et territoires, nous fournissons des services de transport aux entreprises. Qu’il s’agisse de documents ou de colis, avec les livraisons le jour même, à heure définie.",Entreprise,,2745,,Financier,2018,5396.0,899.0,0.0,2014.0,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4298/back/bilans
4299,GEFCO FRANCE SAS,Transport-Logistique de véhicules et marchandises,Entreprise,,2370,,Opérationnel,2018,15414.300000000001,640.7,0.0,,Oui,1000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4299/back/bilans
4300,Caisse Régionale de Crédit Mutuel du Centre,Effectuer toutes les opérations de banque et les opérations connexes notamment les opérations d’assurances pour le comptes de ses sociétaires et clients.Favoriser l’entreprise de ses sociétaires par la mise en commun de moyens financiers et pour faciliter de toutes les manières le fonctionnement technique et financier des caisses adhérentes,Entreprise,,1109,,Opérationnel,2018,502.0,208.0,710.0,2014.0,Oui,710.0,,,710.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4300/back/bilans
4301,CIC NORD OUEST,BANQUE ASSURANCES,Entreprise,,2300,,Opérationnel,2018,1011.0,561.0,1676.0,2014.0,Oui,377.0,,,402.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4301/back/bilans
4302,CENTRE SPECIALITES PHARMACEUTIQUES,"Dépositaire pharmaceutique : Centre Spécialités Pharmaceutiques (CSP), prend en charge les produits de santé dès leur sortie de production, et assure pour le compte des laboratoires leur stockage et leur distribution. A cette activité principale, s’ajoutent différentes prestations dans le domaine des produits de santé : exploitation d’AMM, importateur, exportateur, conditionnement secondaire, gestion des marchés hospitaliers, facturation et recouvrement d’ordre et pour compte, contrôle qualité.",Entreprise,,1150,,Opérationnel,2018,437.63,382.66,63.71,2014.0,Oui,50.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4302/back/bilans
4303,CARSAT SUD EST,"Les caisses d'assurance retraite et de la santé au travail sont des organismes de droit privé exerçant les missions de service public suivantes :
-  calculer et gérer la retraite des salariés, payer les pensions correspondantes et proposer des aides diverses aux retraités ;
- aider les entreprises à évaluer les risques d'accidents du travail et de maladies professionnelles (AT-MP) dans un but de prévention ;
-  participer à la tarification de l'assurance AT-MP ;
-  développer des actions de",Entreprise,,1571,,Opérationnel,2018,672.233,352.008,4764.95,2014.0,Oui,,1.0,1.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4303/back/bilans
4304,Conseil Départemental de l'Essonne,,Collectivité territoriale (dont EPCI),Départements,4305,1273651.0,,2018,12818.3,1944.6,59526.200000000004,,Oui,491.0,,,1962.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4304/back/bilans
4307,Caisse Régionale de Crédit Agricole Mutuelle Centre-est,"Banque universelle de proximité, le Crédit Agricole Centre-est, comme toutes les Caisses régionales du Crédit Agricole, dispose d’un statut coopératif. En associant à la vie de l’entreprise, des femmes et des hommes de terrain que sont les sociétaires, le Crédit Agricole s’est doté d’une organisation réactive et garante de ses valeurs d’origine : la proximité, la responsabilité et la solidarité. Ces principes placent l’homme au cœur de son action et de ses préoccupations.",Entreprise,,3015,,Opérationnel,2018,1914.0,1094.0,0.0,,Oui,837.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4307/back/bilans
4308,ESCOTA,"La société ESCOTA, filiale de VINCI Autoroutes, exploite 471 km d’autoroutes en région Provence Alpes Côte d’Azur, d’Aix en Provence à la frontière Italienne, et de Toulon à la Saulce (Hautes-Alpes).",Entreprise,,1029,,Opérationnel,2019,2962.328450506,1110.8307028,1720949.5035496,2012.0,Oui,802.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4308/back/bilans
4309,ASF,ASF est une société de VINCI Autoroutes. Elle est concessionnaire d’un réseau autoroutier et exploite à ce titre 2 729 km d’autoroutes dans le sud et l’ouest de la France.,Entreprise,,3582,,Opérationnel,2019,14464.439999999999,2740.79,7956776.0,2012.0,Oui,3382.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4309/back/bilans
4310,Université Paris Dauphine,"Etablissement public national à caractère scientifique, culturel et professionnel",Etablissement public,,1100,,Opérationnel,2018,1518.41048164302,261.34404,10699.7615835784,,Oui,600.0,,,150.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4310/back/bilans
4311,Groupe SEB Moulinex,Fabrication de petits électroménager,Entreprise,,554,,Opérationnel,2018,1475.0,289.0,0.0,2016.0,Oui,40.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4311/back/bilans
4312,SEB SA,Fabrication d'articles ménagers et de petits équipements électroménagers,Entreprise,,729,,Opérationnel,2018,3407.0,477.0,0.0,2016.0,Oui,40.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4312/back/bilans
4313,Institut de Cancérologie de l’Ouest,"Né de la fusion en janvier 2011 du Centre de Lutte Contre le Cancer « Paul Papin » d'Angers et du Centre de Lutte Contre le Cancer « René Gauducheau » de Saint-Herblain, l'Institut de Cancérologie de l'Ouest (ICO) a de multiples missions pour la luttre contre le cancer : les soins des patients, la recherche, l’enseignement.",Entreprise,,1199,,Financier,2018,1200.3600000000001,384.75,412.93,2011.0,Oui,48.0,,,12.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4313/back/bilans
4314,CALOR SA,,Entreprise,,876,,Opérationnel,2018,1282.0,731.0,0.0,2016.0,Oui,40.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4314/back/bilans
4315,SEB DEVELOPPEMENT SAS,Siège Groupe SEB,Entreprise,,1000,,Opérationnel,2018,21.0,142.0,0.0,2016.0,Oui,40.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4315/back/bilans
4316,TEFAL SAS,,Entreprise,,1849,,Opérationnel,2019,20485.0,2134.0,0.0,2016.0,Oui,40.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4316/back/bilans
4319,GIE ATR,"Activité Blagnac • Direction Générale, • Direction Technique, • Direction Commerciale, • Direction Support, • Direction Opérationnelle, • Direction Financière, • Ressources Humaines, • Secrétaire Général, • Training. Activité Saint-Martin • Assemblage final, • Essais au sol et en vol, • Livraison des avions. 
Activité Francazal : Prototype, Chantier avion, tertiaire",Entreprise,,1370,,Opérationnel,2018,3816.0,206.0,6706.0,,Oui,938.0,,,3343.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4319/back/bilans
4320,MODIS,,Entreprise,,2413,,Opérationnel,2018,669.0,37.0,7975.0,,Oui,35.5,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4320/back/bilans
4321,ARIS,"Notre société est spécialisée depuis 1905 dans l'industrie et le maritime. Notre métier est principalement une activité de main d’œuvre. Notre effectif est d'environ 500 personnes réparties sur 10 agences, nous permettent de couvrir le territoire national.",Entreprise,,500,,Opérationnel,2019,240.0,13.0,67.0,,Oui,30.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4321/back/bilans
4322,CAISSE D'EPARGNE LANGUEDOC-ROUSSILLON,"Opérations de banques connexes et extra bancaires, notamment le courtage d'assurance",Entreprise,,1560,,Opérationnel,2018,297.0,356.0,10262.0,2015.0,Oui,50.0,,,50.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4322/back/bilans
4325,EIFFAGE ENERGIE SYSTEMES VAL DE LOIRE,"Installation, exploitation, maintenance dans les domaines de l'énergie (Electricité, chauffage-plomberie)",Entreprise,,553,,Opérationnel,2018,1366.7800000000002,22.89,0.0,2014.0,Oui,200.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4325/back/bilans
4326,ADECCO GROUPE FRANCE,,Entreprise,,666,,Opérationnel,2018,468.0,12.0,1320.0,,Oui,24.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4326/back/bilans
4327,ADECCO FRANCE,Agences de travail temporaire,Entreprise,,4537,,Opérationnel,2018,6014.0,364.0,7460.0,,Oui,318.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4327/back/bilans
4328,Préfecture du Morbihan,,Etat,,200,,Opérationnel,2018,260.82,24.7,661.1,,Oui,,13.0,1.2,33.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4328/back/bilans
4330,CPAM DU RHONE,"La CPAM exerce une mission de service public, en assurant les relations de proximité avec les publics de l'Assurance Maladie. Elle participe aux activités de gestion de la couverture des risques maladie, maternité, accident du travail, maladie professionnelle, invalidité dans le département. La CPAM du Rhône exerce également des actions de prévention par le biais de ses Centres d'Examens de Santé et des activités de soins avec ses Centres de Santé Dentaire et son Centre de Soins Médicaux et Infi",Entreprise,,1646,,Opérationnel,2018,745.508,490.732,4904.8730000000005,2011.0,Oui,31000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4330/back/bilans
4331,ADECCO MEDICAL,Activités des agences de travail temporaire,Entreprise,,247,,Opérationnel,2018,220.0,8.0,809.0,,Oui,11.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4331/back/bilans
4332,STMicroelectronics,Fabrication de semi-conducteurs,Entreprise,,4138,,Opérationnel,2018,51985.0,13563.0,0.0,,Oui,,944.0,104.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4332/back/bilans
4333,ALTEDIA,Conseil pour les affaires et autres conseils de gestion,Entreprise,,560,,Opérationnel,2018,277.0,24.0,1081.0,,Oui,15.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4333/back/bilans
4334,HUMANDO,Activités des agences de travail temporaire,Entreprise,,93,,Opérationnel,2018,97.0,4.0,69.0,,Oui,5.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4334/back/bilans
4335,CAISSE REGIONALE CREDIT AGRICOLE D'ILLE ET VILAINE,Banque et assurances coopérative mutualiste,Entreprise,,1359,,Opérationnel,2018,657.0,255.0,11895.0,,Oui,100.0,,,1800.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4335/back/bilans
4336,Eiffage Route Centre Est,"Construction et entretien :  - de routes, autoroutes et aérodromes - d'aménagements urbains et équipements de la route - de sols industriels et commerciaux - d'aires sportives et de loisirs - de canalisations pour l'eau potable, l'assainissement et réseaux - de divers travaux d'asphalte et d'étanchéité - de travaux de petits ouvrages de génie civil - de travaux de terrassement",Entreprise,,1766,,Opérationnel,2018,15318.8,173.63,0.0,2014.0,Oui,465.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4336/back/bilans
4337,Banque Populaire Val de France,"Banque coopérative détenue par ses sociétaires et régionale au service de ses clients et de sa région. La Banque Populaire Val de France est implantée sur un territoire d'une grande diversité comptant 10 départements. Avec ses 564 000 clients et 160 506 sociétaires, la Banque Populaire Val de France a réalisé 390 millions d'euros de produit net bancaire.",Entreprise,,2255,,Opérationnel,2018,823.0,753.0,17950.0,,Oui,0.0,,,1426.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4337/back/bilans
4338,EIFFAGE METAL,Construction métallique,Entreprise,,751,,Opérationnel,2018,2926.0,300.78,0.0,2014.0,Oui,96.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4338/back/bilans
4340,Decathlon France SAS,,Entreprise,,20000,,Opérationnel,2018,4123.0,4680.0,0.0,,Oui,,4123.0,4680.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4340/back/bilans
4341,Decathlon Logistique France,,Entreprise,,2000,,Opérationnel,2018,4329.0,522.0,0.0,,Oui,,4330.0,522.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4341/back/bilans
4343,INEO Centre,Activité d'installation électrique sur tout type de chantier chez les professionnels,Entreprise,,530,,Opérationnel,2018,1539.0,89.0,1682.0,,Oui,,40.0,10.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4343/back/bilans
4344,EIFFAGE ROUTE MEDITERRANEE,"Construction de routes, autoroutes et aérodromes :
-	De voiries urbaines
-	De sols industriels et commerciaux
-	D’aires sportives et de loisirs
-	De canalisation pour l’eau potable et l’assainissement, travaux d’étanchéité, travaux hydrauliques, réseaux divers, de petits ouvrages de génie civil et travaux de terrassement.",Entreprise,,1371,,Opérationnel,2018,15809.0,145.15,0.0,2014.0,Oui,479.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4344/back/bilans
4345,CAISSE D'EPARGNE LOIRE-CENTRE,"Banque, assurance et autres intermédiations bancaires.",Entreprise,,1763,,Opérationnel,2014,885.0,492.0,14113.0,,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4345/back/bilans
4346,CAISSE D'EPARGNE LOIRE-CENTRE,Banque assurance et autres intermédiations bancaires,Entreprise,,1657,,Opérationnel,2018,725.0,496.0,11961.0,2014.0,Oui,,0.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4346/back/bilans
4347,DAHER AEROSPACE SA,"DAHER EST UN ÉQUIPEMENTIER QUI DÉVELOPPE DES SYSTÈMES INDUSTRIELS INTÉGRÉS POUR L’AÉRONAUTIQUE ET LES TECHNOLOGIES AVANCÉES : CONSTRUCTEUR D'AVIONS, ÉQUIPEMENTS & SYSTEMS AÉRONAUTIQUES,LOGISTIQUE & SERVICES,SERVICES NUCLÉAIRES, VANNES",Entreprise,,7164,,Opérationnel,2019,10977.0,1665.0,0.0,2018.0,Oui,1.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4347/back/bilans
4348,SIDR,Bailleur social,Entreprise,,413,,Opérationnel,2019,245.0,6568.0,0.0,,Oui,100.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4348/back/bilans
4349,DAHER TECHNOLOGIES SA,Daher Technologies intervient sur une partie des activités de Services et de Transport & Projets du Groupe DAHER,Entreprise,,1091,,Opérationnel,2019,2368.0,135.0,0.0,2018.0,Oui,1.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4349/back/bilans
4350,CROUS DE BORDEAUX,"Le CROUS est un établissement public à caractère administratif. Il est administré par un Conseil d’Administration présidé par le recteur de l'Académie, assisté d'un vice-président étudiant.
Il a pour objectif de donner aux étudiants les moyens de la réussite, en les aidant dans leur quotidien, en améliorant les conditions de vie et de travail et en les accompagnants dans leurs projets.
Il assure la gestion de plusieurs résidences étu",Etablissement public,,826,,Opérationnel,2018,5330.0,1365.0,0.0,,Oui,669.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4350/back/bilans
4353,CARSAT Centre-Val de Loire,Organisme de sécurité sociale,Entreprise,,762,,Opérationnel,2018,210.74999999999997,262.53,2336.98,2014.0,Oui,,1.0,1.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4353/back/bilans
4354,SAIPEM S.A.,Au siège de SAIPEM S.A. à Montigny le Bretonneux (SQY) les employés participent aux études de conception et d'ingénierie ainsi qu'à la gestion de projets dans le domaine de l'Energie,Entreprise,,1395,,Opérationnel,2018,358.0,375.0,0.0,2014.0,Oui,,358.0,50.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4354/back/bilans
4356,Frans Bonhomme,"Premier réseau de distribution français expert en tubes et raccords, dédié au bâtiment et aux travaux publics.",Entreprise,,2200,,Opérationnel,2018,9490.0,357.0,0.0,2011.0,Oui,987.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4356/back/bilans
4358,Horiba ABX,Diagnostique in vitro,Entreprise,,520,,Opérationnel,2019,3.0,174.0,0.0,,Oui,21.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4358/back/bilans
4360,ANDROS SNC,Transformation et conservation de Fruits,Entreprise,,1678,,Opérationnel,2018,29148.0,2815.0,0.0,,Oui,14000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4360/back/bilans
4361,NOVANDIE SA,Fabrication de lait liquide et de produits frais,Entreprise,,1231,,Opérationnel,2018,21390.0,3883.0,0.0,,Oui,3000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4361/back/bilans
4362,CREDIT MUTUEL ANJOU,,Entreprise,,601,,Opérationnel,2018,198.0,128.0,391.0,2014.0,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4362/back/bilans
4363,Eiffage Route Sud-Ouest,"Réalisation de travaux routiers et autoroutiers, chaussées portuaires, aéroportuaires - de transports communs en site propre, équipement de la route, aménagements urbains, réseaux humides et secs, assainissement et adduction d'eau potable, sols industriels et commerciaux, aires sportives et loisirs. Conception, recherche et assistance technique dans le domaine routier. Activités de laboratoire.",Entreprise,,1642,,Opérationnel,2018,18934.0,116.78,0.0,,Oui,572.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4363/back/bilans
4364,CAISSE D'EPARGNE ILE-DE-FRANCE,"La Caisse d’Epargne Ile-de-France (CEIDF) est une banque coopérative régie par les articles L512-85 et suivants du Code monétaire et financier. Avec une offre complète en bancassurance, elle accompagne dans leurs projets l’ensemble des acteurs économiques qu’ils soient particuliers, professionnels, entreprises, associations, collectivités locales, logement social…",Entreprise,,4572,,Opérationnel,2018,1204.0,2131.0,31718.0,2011.0,Oui,495.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4364/back/bilans
4365,Bretagne Angleterre Irlande,Transport de passagers et de marchandises,Entreprise,,2787,,Opérationnel,2018,479.0,56.0,0.0,2012.0,Oui,,20.0,3.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4365/back/bilans
4366,Eiffage Route Nord Est,"Construction et entretien : - de routes, autoroutes et aérodromes - de voiries urbaines, de sols industriels et commerciaux - d'aires sportives et de loisirs - de canalisations d'assainissement, de réseaux secs et d'eau potable - d'ouvrages de génie civil. Travaux de terrassement, de concassage, recyclage, de traitement et de stockage de matériaux inertes. Contrôles de sols et matériaux routiers, et de suivi de l'exécution de travaux routiers, de terrassements et de VRD. Entretien, maintenance e",Entreprise,,1963,,Opérationnel,2018,21258.0,127.73,0.0,2014.0,Oui,664.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4366/back/bilans
4367,EIFFAGE Route IDF Centre Ouest,"Construction et entretien : - de routes, autoroutes et aérodromes - de voiries urbaines - de sols industriels et commerciaux - d'aires sportives et de loisirs  - de canalisation d'assainissement, de réseaux secs et eau potable - de petits ouvrages de génie civil, d'étanchéité d'ouvrage d'art. Travaux de terrassement, de concassage et recyclage et d'asphalte. Contrôle et suivi de travaux routiers et terrassements. Travaux topographiques, projets routiers et VRD, ingénierie, dimensionnement, tracé",Entreprise,,1769,,Opérationnel,2018,16412.0,114.71,0.0,,Oui,496.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4367/back/bilans
4370,HSBC FRANCE,ACTIVITES BANCAIRES,Entreprise,,7656,,Opérationnel,2018,3864.0,961.0,2678.0,2017.0,Oui,,800.0,100.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4370/back/bilans
4371,UGECAM PACA CORSE,Organisme privé à but non lucratif qui gère les établissements sanitaires et médico-sociaux de la région PACA et Corse. (organisme appartenant à l'assurance maladie),Entreprise,,1595,,Opérationnel,2018,6391.1599787,5757.0448134,7059.769349299999,,Oui,,1.0,1.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4371/back/bilans
4372,ASSYSTEM FRANCE,"Etude et conseil en innovation, ingénierie",Entreprise,,3441,,Opérationnel,2018,1265.0,190.0,1388.0,2014.0,Oui,,141.0,19.0,46.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4372/back/bilans
4373,ASSYSTEM REGIONS,"Etude et conseil en innovation, ingénierie",Entreprise,,1093,,Opérationnel,2018,514.0,9.0,666.0,2015.0,Oui,,0.0,1.0,14.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4373/back/bilans
4374,CPAM DU HAINAUT,,Entreprise,,641,,Opérationnel,2018,523.266,94.36,2117.1850000000004,2011.0,Oui,47.9,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4374/back/bilans
4375,Bouygues Construction SA,"LEADER DE LA CONSTRUCTION DURABLE : Acteur global de la construction présent dans 60 pays, Bouygues Construction conçoit, réalise et exploite des projets dans les secteurs du bâtiment, des infrastructures et de l’industrie.

Leader de la construction durable – responsable et engagé - Bouygues Construction fait de l’innovation sa première valeur ajoutée : une « innovation partagée » au bénéfice de ses clients, tout en améliorant sa productivité et les conditions de travail de ses 56 980 collabo",Entreprise,,564,,Opérationnel,2018,1847.0,98.0,1469.0,,Oui,111.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4375/back/bilans
4379,CARSAT DE BRETAGNE,Activités de sécurité sociale Retraite et Santé au travail.,Entreprise,,797,,Opérationnel,2018,153.857,312.869,2610.317,2015.0,Oui,,90.0,100.0,500.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4379/back/bilans
4380,Centre Hospitalier Les Bruyères - Boscamnant,"Etablissement public de santé, Centre Hospitalier et EHPAD de Montguyon",Etablissement public,,247,,Opérationnel,2018,264.2,53.78,1879.563,2015.0,Oui,22.0,,,30.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4380/back/bilans
4381,Geodis Bernis,"L'entreprise Transport Bernis, filiale de Geodis, propose à ses clients les meilleures solutions de logistique et de transport qui s’inscrivent dans l’offre globale du Groupe Geodis. Grâce à une forte culture multi-métiers, Geodis Bernis disposent d'une gamme complète de services de messagerie et express paquet et industriel, de logistique de proximité et de transport aérien et maritime.",Entreprise,,574,,Opérationnel,2018,6996.0,93.0,0.0,,Oui,20.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4381/back/bilans
4382,ISERBA,Maintenance immobilière de logements sociaux,Entreprise,,642,,Opérationnel,2018,2718.0,33.0,0.0,,Oui,,117.0,2.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4382/back/bilans
4383,Banque Populaire Méditerranée,Banque et Assurance,Entreprise,,2232,,Opérationnel,2018,600.0,618.0,18243.0,2017.0,Oui,41.0,,,665.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4383/back/bilans
4384,Rockwell collins france,"Rockwell Collins France est une société d'ingénierie, de service et de vente de produits et systèmes du groupe Rockwell Collins, détenue à 100 % par United Technologies (UTC). Rockwell Collins France est présent dans trois secteurs :
 L’aéronautique (systèmes de communications, navigation, surveillance et systèmes avioniques embarqués sur avions, hélicoptères et drones, soutien logistique intégré).
 La défense (systèmes de communications, navigation, visualisation et systèmes intégrés) pour",Entreprise,,654,,Opérationnel,2018,112.0,210.0,0.0,,Oui,20.7,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4384/back/bilans
4385,CIE SALINS MIDI SALINES EST,Production de sel,Entreprise,,510,,Financier,2019,13142.0,4883.0,0.0,,Oui,2000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4385/back/bilans
4386,EURO PROTECTION SURVEILLANCE,Télésurveillance résidentielle et professionnelle.,Entreprise,,550,,Opérationnel,2018,540.0,51.0,785.0,,Oui,27.0,,,39.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4386/back/bilans
4387,Conseil départemental de Vaucluse,,Collectivité territoriale (dont EPCI),Départements,2626,559000.0,,2018,3816.0,2.0,46064.0,2011.0,Oui,,510.0,561.0,4027.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4387/back/bilans
4388,Total Petrochemical France,Fabrication de matières plastiques de base,Entreprise,,466,,Opérationnel,2018,34413.600000000006,8245.4,0.0,2014.0,Oui,1800.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4388/back/bilans
